Huang, Xiuming
Huang, Xuanjing
Huang, Xuedong
Huang, Yalou
Huang, Yifen
Huang, Yu-Fen
Huang, Yun
Huang, Zezhen
Huang, Zhongqiang
Hubal, Robert
Hubbell, James
Huber, Alexander
Huckle, Christopher C.
Hudson, Richard A.
Huenerfauth, Matt
Huet, Gerard
Huettner, Alison K.
Huffaker, David
Hufnagel, S. Shattuck
Huggins-Daines, David
Hughes, Baden
Hughes, John
Hughes, Thad
Hughson, Ian
Hugosson, Asa
Huh, Hyun-Gue
Huhmarniemi, Saara
Hui, Bowen
Huiming, Duan
Hukari, Thomas E.
Hull, Jonathan J.
Hull, Richard
Huls, Carla
Hulth, Anette
Hummer, Christiane
Humphreys, Kevin
Hundleby, Margaret
Hung, Chihli
Hung, Hsieh-Chuan
Hung, K. Y.
Hung, Peng-Hsiang
ERROR
Hunicke-Smith, Kate
Hunnicutt, M. Sharon
Hunt, Melvyn
Hunt, Warren A.
Hunter, Jim
Hunter, Lawrence
Hunter, Phillip
Hunze, Rudolf
Hupp, Nancy
Hur, Wook
Hurault-Plantet, Martine
Hurskainen, Arvi
Hurst, Matthew
Hurum, Sven
Husain, Samar
Hussain, Sarmad
Hussmann, Michael J.
Hutchens, Jason L.
Hutches, David J.
Hutchins, Edwin L.
Hutchinson, Ben
Huttunen, Silja
Huwel, Sonja
Huyck, Christian
Hwa, Rebecca
Hwang, Chung Hee
Hwang, Jena D.
Hwang, Kyu-Baek
Hwang, Mei-Yuh
Hwang, Yi-Gyu
Hwang, Young-Sook
Hyde, Clinton
Hying, Christian
Hyland, Rob
Hyvonen, Eero
Iacobelli, Francisco
Ibekwe-SanJuan, Fidelia
Ibrahim, Ali
Ibrahim, Hussny
Ibushi, Katsutoshi
Ichii, Koji
Ichikawa, A.
ERROR
Ichimura, Yumi
Ichiyama, Shunji
ERROR
Ide, Nancy M.
Idiart, Marco
Ifrim, Georgiana
Iftene, Adrian
Igel, Stefan
Ignat, Camelia
Iida, Hitoshi
Iida, Masayo
Iida, Ryu
Iivonen, A.
ERROR
Ikeda, Hiroshi
Ikeda, Hisashi
Ikeda, Satoshi
Ikeda, Takahiro
Ikeda, Yuuji
Ikehara, Satoru
Ikuta, Toshikazu
Ilarionov, Ilarion
Ilgen, Marc R.
Ilhan, H. Tolga
Illouz, Gabriel
Imai, Hiroki
Imai, Hisao
Imai, Takeshi
Imamura, Kenji
Inagaki, Hirohito
Inagaki, Yasuyoshi
Infante-Lopez, Gabriel
Ingersoll, Grant
Ingleby, Michael
Ingram, John
Ingria, Robert J. P.
Inkpen, Diana Zaiu
Inoue, Naomi
Inouye, R. Bryce
Insinnamo, Patrizia
ERROR
Inui, Hiroko
Inui, Kentaro
Inui, Nobuo
Inui, Takashi
Inui, Toshio
Inutsuka, Yusuke
Iomdin, Leonid
Ion, Radu
Iordanskaja, Lidija
Ipeirotis, Panagiotis
Ipsic, Lvo
Ireson, Neil
ERROR
Irwin, Joseph
Isaac, Antoine
Isabelle, Pierre
Isahara, Hitoshi
Isard, Amy
Isard, Stephen
Isenhour, Phil
Ishihara, Koichiro
Ishii, Masayuki
Ishikawa, Akira
Ishikawa, Hiroshi
Ishikawa, Tetsuya
Ishimoto, Arata
Ishimoto, Hiroyuki
Ishioka, Tsunenori
Ishizaki, Masato
Ishizaki, Shun
Ishizuka, Mitsuru
ERROR
Isoda, Michio
Isogai, Shuntaro
Isotani, Ryosuke
Isozaki, Hideki
Israel, David J.
Issar, Sunil
Istace, Olivier
Isu, Naoki
Itabashi, S.
Itai, Alon
Itami, Makoto
Itayama, K.
Ito, Akira
Ito, Kazunari
Ito, Ryosuke
Ito, Yoshiko
Itoh, Hideo
Itoh, Kohji
Itoh, Nobuyasu
Itoh, Takayuki
Itoh, Toshihiko
Itoh, W.
Itoh, Yukihiro
Itou, Katunobu
Ittycheriah, Abraham
Ivanova, Krasimira
Ivanovic, Edward
Iverson, Eric
Iwakura, Tomoya
Iwanska, Lucja M.
Iwasaki, Hideya
Iwayama, Makoto
Iyengar, S. Sitharama
Iyer, Rukmini
Izagirre, Eli
ERROR
Izumi, Emi
Izumida, Yoshio
Jabbari, Sanaz
Jack, Kris
Jackendoff, Ray
Jackson, Eric
Jacobs, Aaron J.
Jacobs, Paul S.
Jacobson, R. Dan
Jacquemin, Bernard
Jacquemin, Christian
Jacquey, Evelyne
Jadhav, Apurva
Jaeger, Efrat
Jagannathan, V.
Jahr, Michael
Jain, Alpa
Jain, Prateek
Jain, Viren
Jairam, Arvind
Jakeway, Bruce
Jakopin, Primo
Jalan, Vaibhav
James, Frankie
Jameson, A.
Jamsen, Anna
Jan, Dusan
Jan, Shyh-Yi
Jang, Fong-Lin
ERROR
Jang, Myung-Gil
Jang, Seok B.
Jang, Tae-Yeoub
Janin, Adam
Jankowski Jr., Charles R.
Jannedy, Stefanie
Jansche, Martin
Jansen, Peter J.
Janssen, Wil
Janus, Daniel
Japkowicz, Nathalie
Jappinen, Harri
Jardino, Michele
Jarecki, Stanislaw
Jarosz, Gaja E.
Jaruskulchai, Chuleerat
Jarvinen, Jouni
Jarvinen, Timo
Jarvis, Peter
Jaspaert, Lieven
Jassem, Krzysztof
Jauhiainen, Krista
Jayaraman, Shyamsundar
Jayez, Jacques
Jean-Marie, Francois
Jedynak, Bruno
Jelinek, Frederick
Jelinek, J.
Jellinghaus, Michael
Jensen, Karen
Jensen, Lars J.
Jeong, Minwoo
Jerry, Ye
Jeuniaux, Patrick
Jha, Krishna Nanda
ERROR
Ji, Gang
Ji, Heng
Ji, Hyungsuk
Ji, Paul D.
Jia-Jun, Chen
Jiampojamarn, Sittichai
Jian, Jia-Yan
Jiang, Feng
Jiang, Jianmin
Jiang, Jing
Jiang, Sun Da
Jiang, Wei
Jiang, Yuankai
Jiang, Zheng Ping
Jiang, Zixin
Jianshuo, Huang
Jiao, Feng
Jijkoun, Valentin
ERROR
Jin, Meixun
Jin, Peng
Jin, Qin
Jin, Rong
Jin, Wanying
Jin, Yaohong
Jin, Youbing
Jin, Yun
Jin, Zhen
Jin, Zhihui
Jing, Hongyan
Jirku, Petr
Jitnah, Nathalie
Jmaiel, Mohamed
Joanis, Eric
Jobbins, Amanda C.
Johannessen, Janne Bondi
Johansson Kokkinakis, Sofie
Johansson, Christer
Johansson, Richard
Johnson, Carroll
Johnson, Christopher
Johnson, Dale
Johnson, David E.
Johnson, Helen L.
Johnson, Howard
Johnson, Kenneth
Johnson, Mark
Johnson, Matthew
Johnson, Michael T.
Johnson, Neil
Johnson, Rod L.
Johnson, Stephen B.
Johnston, Michael
Johnstone, Anne
Joho, Hideo
Jokinen, Kristiina
Jokipii, Lauri
Jolkovsky, A.
Jones, Bernard E. M.
Jones, Craig
Jones, Danny
Jones, Dominic R.
Jones, Douglas A.
Jones, Gareth
Jones, Mark Alan
Jones, Michael P.
Jones, Rosie
Jonson, Rebecca
Jonsson, Anna
ERROR
Jordan, Desmond A.
Jordan, Michael I.
Jordan, Pamela W.
Jordan, Patrick
Jorg, Brigitte
Jorgensen, Joseph
Jorgensen, Stig W.
Joseph, Brian
Josephson, J.
Joshi, Aravind K.
Joshi, Ashutosh
Joshi, Mahesh
Joshi, Sachindra
Josselson, Harry H.
Jost, Patrick
Joty, Shafiq R.
Jovanovic, Natasa
Jovicic, Slobodan
Joyce, John D.
ERROR
ERROR
Juan, Alfons
Judge, John
Julia, Luc
Jullien, Cleo
Jun, He
Jun-Sheng, Zhou
Jung, Hagen
Jung, Hanmin
Jung, Hyuckchul
Jung, Sung Young
Juola, Patrick
Jurafsky, Daniel
ERROR
Jurkiewicz, Zbigniew
ERROR
Justeson, John S.
Jutras, Jean-Marc
Jyh, Paul Wu Horng
ERROR
ERROR
ERROR
Kacmarcik, Gary
ERROR
Kagaya, Ryohei
Kageura, Kyo
Kahane, Sylvain
Kahn, Dan
Kahn, Jeremy G.
Kaiser, Edward C.
Kaiser, Elsi
Kaisser, Michael
Kaja, Jaan
Kaji, Hiroyuki
Kaji, Nobuhiro
Kaji, Yuichi
Kajino, Masayuki
ERROR
Kaki, Satoshi
Kakigahara, Koji
Kakihana, Kyoko
Kakimoto, Toshihiro
Kakkonen, Tuomo
Kalaydijev, Ognyan
ERROR
Kalita, Jugal K.
Kaljurand, Kaarel
Kallgren, Gunnel
Kallmeyer, Laura
Kallonis, Spyros
Kalman, Laszlo
Kalmar, Paul
Kalt, Tom
Kam, Xuan-Nga Cao
Kamata, Kazuo
Kambayashi, Yahiko
Kambhatla, Nanda
Kamboj, Sachin
Kameda, Masayuki
Kamei, Greg
ERROR
Kameyama, Megumi
Kamir, Dror
Kamm, Candace A.
Kamphuis, Vera
Kampmann, Frank
Kamps, Jaap
Kamps, Thomas
Kamvar, Sepandar D.
Kan, Min-Yen
Kanamaru, Toshiyuki
Kanayama, Hiroshi
Kanazawa, Makoto
Kanda, Hisayuki
Kanda, Naoyuki
Kando, Noriko
Kane, Matthew
Kaneda, Shigeo
ERROR
Kanejiya, Dharmendra
Kang, Bo-Yeong
Kang, In-Ho
Kang, Jung-Goo
Kang, Seung Shik
Kang, Sin-Jae
Kannan, Ashvin
Kanovich, Max I.
Kanthak, Stephan
Kanto, Kari
Kantor, Paul B.
Kantrowitz, Mark
Kanzaki, Kyoko
Kao, Michael B.
Kaouane, Linda
Kapadia, Sadik
Kapah, Oren
Kaplan, Frederic
Kaplan, Randy M.
Kaplan, Ronald M.
Kaplan, S. Jerrold
Kapur, Shyam
Kapustin, Victor
Karagjosova, Elena
Karagol-Ayan, Burcu
Karakos, Damianos
Karamanis, Nikiforos
Karamuftuoglu, Murat
Karande, Arjun
ERROR
Kariaeva, Natalia
Karimi, Sarvnaz
Kariya, Cheryl
Karkaletsis, Vangelis
Karlgren, Hans
Karlgren, Jussi
Karlin, Robin F.
Karlsson, Fred
Karlstrom, Petter
Karov, Yael
Karp, Daniel
Karreman, Joyce
Karttunen, Lauri
ERROR
Kasahara, Kaname
Kasami, Tadao
Kashani, Mehdi M.
Kasher, Asa
Kashioka, Hideki
Kashiwagi, Masayo
Kashket, Michael B.
Kasper, Emilia
Kasper, Robert T.
Kasper, Walter
Kass, Alex
Kass, Robert
Kassaei, Mahmoud
Katagiri, Yasuhiro
Kataja, Laura
Kataoka, Ryoji
ERROR
Kate, Rohit J.
Kathol, Andreas
Kato, K.
Kato, Naoki
ERROR
Kato, Shingo
Kato, Shuhei
Kato, Susumu
Kato, Tsuneaki
Kato, Yoshihide
Kato, Yuki
ERROR
Katrenko, Sophia
Katz, Boris
Katz, Graham
Katz, Karen
Katz, Phil
Katz, Slava M.
Kauchak, David
Kaufmann, Stefan
Kaufmann, Todd
Kawabata, Takeshi
Kawada, Tsutomu
Kawaguchi, Nobuo
Kawaguchi, Yasunobu
Kawahara, Daisuke
Kawahara, Tatsuya
Kawai, Atsuo
Kawai, Jun
Kawamori, Masahito
Kawasaki, Zenshiro
Kawata, Yasuhiro
Kawazoe, Ai
Kawtrakul, Asanee
Kay, Martin
Kay, Roderick
Kayaalp, Mehmet
Kaye, Jonathan
Kazakov, Dimitar
ERROR
Kazantseva, Anna
Kazawa, Hideto
Kazemzadeh, Abe
Kazi, Zunaid
Ke, Jinyun
Kearns, Michael S.
Keenan, Thomas A.
Kegl, Judy Anne
Kehagias, Athanasios
Kehler, Andrew
Kehler, T. P.
Keil, Martina
Keim, Greg A.
Keizer, Simon
Kelleher, John D.
Keller, Bill
Keller, Frank
Keller, Mikaela
Kelly, Diane
Kelly, Robert
Kemighan, Mark D.
Kempe, Andre
Kempen, Gerard
Kempson, Ruth
Kennedy, Brandon
Kennedy, Christopher
ERROR
Kenyon, Dorry M.
Keogh, Katrina
Kepser, Stephan
Ker, Sur-Jin
Keri, Venkatesh
Kermanidis, Katia
Kermes, Hannah
Kerminen, Antti
Kerpedjiev, Stephan M.
Kershenbaum, Aaron
Kerzic, Damijana
Kese, Ralf
Keselj, Tanja
Keselj, Vlado
Keson, Britt
Kesseler, Marcus
Kesselheim, Michael
Kessler, Brett
Kessler, Jason
Khadivi, Shahram
Khajour, Abdelaziz
Khalilov, Maxim
Khaltar, Badam-Osor
Khan, Imtiaz Hussain
Khandelwal, Vikash
Kharrat, Alma
Khasnov, Bakhitdzhan
Khegai, Janna
Khoo, Christopher S. G.
Khubohandani, L. M.
Khudanpur, Sanjeev P.
Kibble, Rodger
Kibrik, A. E.
Kida, Atsuko
Kida, Mitsuhiro
Kida, Yuuko
Kiddon, Chloe
Kido, Fuyuko
Kiefer, Bernd
Kiefer, Ferenc
Kielty, John
Kiem, Hoang
Kienast, Gert
Kiessling, Andreas
Kietz, Jorg-Uwe
Kijsirikul, Boonserm
Kikuchi, H.
ERROR
Kikui, Genichiro
Kilanski, Kelley
Kilbury, James
Kilgarriff, Adam
Kilger, Anne
Kilgour, Jonathan
Kilicoglu, Halil
Kim, Albert
Kim, Anthony
Kim, Byeong Man
Kim, Byeongchang
Kim, Deok-Bong
ERROR
Kim, Eunju
Kim, Gilchang
Kim, Grace
Kim, Harksoo
Kim, Heejin
Kim, Hiongun
Kim, Hyeon-Jin
Kim, Hyouk-Keun
Kim, Jae Dong
Kim, Jae-Ho
Kim, Jee-Hyub
Kim, Jessica
Kim, Jihie
Kim, Jin-Dong
Kim, Jong Wan
Kim, Jong-Bok
Kim, Joungbum
Kim, Jun-Tae
Kim, Jung Hee
Kim, Jung-Jae
Kim, Kilyoun
Kim, Kyoung-Young
Kim, Kyungduk
Kim, Kyungsun
Kim, Mi-Young
Kim, Mikyung
Kim, Moonjoo
Kim, Myunghee
Kim, Nari
Kim, Sang-Bum
Kim, Seokhwan
Kim, Seongyong
Kim, Seonho
Kim, Soo-Hong
Kim, Soo-Min
Kim, Su Nam
Kim, Sung Dong
ERROR
Kim, UngMo
Kim, Woosung
Kim, Yeun-Bae
Kim, Yoonkwan
Kim, Young-Kil
Kim, Youngwhan
Kim, Yu-Seop
Kim, Yung Taek
Kimball, Owen
Kimber, Don
Kimura, Fuminori
Kimura, Kazuhiro
Kimura, Kenji
Kimura, Mutsuko
Kimura, Shinichi
Kimura, Yukihiko
King, Irwin
King, Jonathan
King, Margaret
King, Paul John
King, Paul L.
King, Tracy Holloway
ERROR
ERROR
Kingsbury, Paul
Kinjo, Yumiko
Kinoshita, Satoshi
Kinoshita, Shuhei
Kinsella, Thomas
Kinukawa, Hiroshi
Kinyon, Alexandra
Kinzey, Jim
Kipp, Michael
Kipper, Karin Christine
Kiraz, George Anton
Kirby, Simon
Kirchhoff, Katrin
Kirchmann, Heinz
Kirchmeier-Andersen, Sabine
Kirsch, Harald
Kirschner, Zdenek
Kirsten, Mathias
Kirtman, Smart E.
Kiryakov, Atanas
Kis, Balazs
Kis, Emese
Kishida, Kazuaki
Kishida, Masahiro
Kiss, Tibor
ERROR
Kita, Kenji
Kitamura, Mihoko
Kitani, Tsuyoshi
Kitano, Hiroaki
Kitsuregawa, Masaru
Kitt, Chunyu
Kittredge, Richard
Kiyono, Masaki
Kiyota, Yoji
Kizawa, Makoto
Kjaersgaard, Poul Soren
Klabbers, Esther
Klabunde, Ralf
Kladis, Basilis
Klakow, Dietrich
ERROR
Klappholz, David
Klarner, Martin
Klavans, Judith L.
Klein, Alexandra
Klein, Dan
Klein, Ewan
Klein, Gary
Klein, Judith
Klein, Marion
Klein, Sheldon
Klein, W.
Kleinecke, David
Kleinz, Jorg
Kleiweg, Peter
Klementiev, Alexandre
Klenner, Manfred
Klimonow, Gerda
ERROR
Klinger, Allen
Klippel, Alex
Kloosterman, Geert
Klose, Gudrun
Knas, Iwona
Knaus, Rodger
Knecht, Laura E.
Knight, H.
Knight, Kevin
Knippen, Robert
Knoeferle, Pia
Knoll, Sonja
Knorz, Gerhard
Knott, Alistair
Knowles, F.
Knutsson, Ola
Ko, David
Ko, Jeongwoo
Ko, K. T.
Ko, Youngjoong
Kobayashi, Ichiro
Kobayashi, Masahiro
Kobayashi, Nozomi
Kobayashi, Yutaka
Kobsa, Alfred
Koch, Gregers
Koch, Sabine
Koch, Ulrich
Kochman, Fred
Kochut, K.
Kocsis, Otilia
Kocsor, Andras
Kodama, Yasuhiro
Koedinger, Kenneth
Koehn, Philipp
Koeling, Rob
Koenitz, Bernd
Koeva, Svetla
Kogan, L.
Kogure, Kiyoshi
Kogure, Satoru
Koh, Judice
Kohda, Masaki
Kohl, Dieter
Kohlhase, Michael
Kohomban, Upali Sathyajith
Koike, Asako
Koike, Chimato
Koiso, H.
Koit, Mare
Koivula, Jeppe
Koizumi, A.
Kojima, Hiroyuki
ERROR
Kokkinakis, Dimitrios
Kokkinakis, George K.
Koktova, Eva
Kolak, Okan
Koller, Alexander
Koller, Daphne
Koller, Thomas
Kolluru, BalaKrishna
Komachi, Mamoru
Komagata, Nobo
Komatani, Kazunori
Komatsu, Eiji
Komatsu, Hisashi
Komatsu, Yasunori
Komine, Kazuteru
Kominek, John
Kommenda, Markus
Kompe, Ralf
Konagaya, Akihiko
Kondo, Shozo
Kondrak, Grzegorz
ERROR
Kongyoung, Sarawoot
Konig, Esther
Konolige, Kurt
Kononenko, I. S.
Konrad, Karsten
Konstantopoulos, Stasinos
Konyves-Toth, Michael
Koo, Jessica Li Teng
Koo, Terry
Kool, Anne
Koolen, Marijn
Koomen, Peter
Koontz, Eugene
Koontz-Garboden, Andrew
Koperski, Krzysztof
Koppel, Moshe
Korb, Joel
Korb, Kevin B.
Kording, Konrad P.
Kordoni, Valia
Korelsky, Tanya
Korhonen, Anna
Korkmaz, Emin Erkan
ERROR
ERROR
Korner, Fabian
Korst, Jan
Korthals, Christian
Korycinski, Chris
Kosaka, Michiko
Koshino, Hideya
Koskenniemi, Kimmo
Kosmala, Margaret
Kosseim, Leila
Kosslyn, Stephen Michael
Kostadinov, Fabian
Kosy, Donald W.
Kotani, Katsunori
Kotani, Yoshiyuki
Kothari, Anubha
Kotsanis, Yannis
Kouchnir, Beata
Kouji, Tamura
Kouylekov, Milen
Kovacs, Tonde-Csilla
Kovarik, John J.
Kow, Eric
Kowalski, Andrea
Kowalski, S.
Kowarski, Irene
Kowtko, Jacqueline C.
Koyama, Makoto
Koyama, Takahiro
Koyama, Teruo
Koyama, Yasuo
Kozareva, Zornitsa
Kozierok, Robyn
Kozima, Hideki
Kozlowski, Raymond
Kraaij, Wessel
Kracht II, Marcus
Krahmer, Emiel
Kraif, Olivier
Kralik, Jan
Krallinger, Martin
Kramer, Undine
Kranstedt, Alfred
Krapcho, Frank
Krasavina, Olga
Krasnyanskaya, Anna
Kraus, Dirk
Krause, Paul
Krauwer, Steven
Krbec, Pavel
Kreidlin, Leonid
Krell, Kerstin
Krellenstein, Marc
Krenn, Brigitte
Kreuz, Roger
Krey, J.
Krieger, Hans-Ulrich
Kripasundar, V.
Krishna, Gopala
Krishnakumaran, Saisuresh
Krishnamurthy, A.
Krishnan, Vijay
Kritsada, Poolwan
Krkoska, Michael
Kroch, Anthony S.
Krogh, Peter
Kron, Elisabeth
Kronfeld, Amichai
Krotov, Alexander
Krovetz, Robert
Kruengkrai, Canasai
Kruijff, Geert-Jan M.
Kruijff-Korbayova, Ivana
Krulee, Gilbert K.
Krupka, George R.
Krymolowski, Yuval
Ksiezyk, Tomasz
Ku, Lun-Wei
Ku, Wei
Kuan, Pek
Kuba, Andras
Kubala, Francis
Kubler, Natalie
ERROR
Kubon, Petr
ERROR
Kubota, J.
Kucera, Henry
Kucera, Ondrej
Kucerova, Ivona
Kudo, Ikuo
Kudo, Taku
Kuehner, D. G.
Kueng, Tz-Liang
Kugel, Peter
Kugler, Marianne
Kuhlen, Rainer
Kuhlmann, Marco
Kuhn, Jonas
Kuhn, Karen
Kuhn, Michael
Kuhn, Roland
Kuhn, Tobias
Kuhns, Robert J.
Kukich, Karen
Kulesza, Alex
Kulick, Seth
Kulkarni, Amba
Kulkarni, Anagha
Kumagai, T.
Kumano, Akira
Kumano, Tadashi
Kumar, Aman
Kumar, Anand
Kumar, Arun
Kumar, Ashwani
Kumar, Rohit
Kumar, Shankar
Kumar, Sumit
Kumaran, Girighar
Kume, Masako
Kummel, Peter
Kundu, Amlan
Kunii, Tosiyasu L.
Kuno, Susumu
Kunz, Daniela S.
Kunze, Jurgen
Kunze, Manuela
Kuo, Hong-Kwang
Kuo, Jin-Shea
Kuo, June-Jei
Kuper, Jan
Kupiec, Julian
Kupin, Joseph
Kuppin, Michael A.
Kupsc, Anna
Kurata, Gakuto
Kurematsu, A.
Kurimo, Mikko
Kuriyama, Naoko
Kuroda, Kow
Kurohashi, Sadao
Kuroki, Hiroaki
Kurtz, Jeff
Kurtzman, Howard S.
Kuruoz, Ilker
Kurz, Daniela
Kusaka, Hiroji
Kusanagi, Yutaka
Kushmerick, Nicholas
Kussner, Uwe
Kustner, Andreas
Kutsumi, Takeshi
Kuusik, Evelin
Kuusisto, Jukka
Kuwahara, Noriaki
Kuwahata, Wakako
Kveton, Pavel
Kwak, Byung-Kwan
Kwak, JunWon
Kwan, Jennifer Lai Pheng
Kwasny, Stan C.
Kweon, Cheoljung
Kwitakowski, W.
Kwok, Kui Lam
Kwon, Hyuk-Chul
Kwon, Namhee
Kwong, Oi Yee
L'Homme, Marie-Claude
LaCivita, Jeremy
LaPolla, Mark Vincent
Laakso, Aarre
Labropoulou, P.
Lacatusu, Finley
Lacoste-Julien, Simon
Ladefoged, Peter
Ladner, Richard
Ladwig, Gunter
Laenzlinger, Christopher
Laffal, Julius
Lafferty, John D.
Lafourcade, Mathieu
Lagarda, Antonio L.
Lagarrigue, Sandrine
Lager, Torbjorn
Lagus, Krista
Lagus, Tommi
Lai, Chia-Horng
Lai, Jennifer C.
Lai, Tom Bong-Yeung
Lai, Yu-Sheng
Lai, Yu-Tso
Laippala, Veronika
Lakoff, George
Lalanne, Denis
Lallich, Genevieve
Lally, Adam
Lam, Wai
ERROR
Lambeau, Fabre
Lambert, Benjamin
Lambert, Lynn
Lambert, Patrik
Lamel, Lori F.
Lamirel, Jean-Charles
Lamjiri, Abolfazl
Lamping, John
Lancel, Jean-Marie
ERROR
Landau, Marie-Claude
ERROR
Landay, James
Lander, Terri
Landes, Shari
Landsbergen, S. P. J.
Lane, Ian
Lane, Peter
Lane, Pia
Lang, Bernard
Lang, E.
Lang, Francois-Michel
Lange, Jean-Marc
Lange, Marielle
Lange, Rense
Langendoen, D. Terence
Langer, Hagen
Langer, Stefan
Langeweg, Simone
Langjahr, Andreas
ERROR
Langlais, Philippe
Langley, Chad
Langley, Pat
Lango, Clemens
Langone, Helen
Langsam, Yedidyah
Lapalme, Guy
Lapata, Mirella
Laporte, Eric
Lappin, Shalom
Lara, Luis Fernando
Larkin, Samuel
Laroui, Abdellatif
Larsen, Bjornar
Larsen, Jeppe
Larson, Elaine
Larson, Ray
Larsson, Staffan
Lascarides, Alex
Lascelles, Mark
Laskowski, Kornel
Laskowski, Sharon
Lassen, Tine
Lassila, E.
Laszlo, Steven I.
Latecki, Longin
Lathrop, Brian
Lau, Gerd
Lau, Peter
Lau, Raymond
Lau, Tak Pang
Laubsch, Joachim H.
Lauer, Mark
Laurdisen, Christy
Laurent, Dominique
Laureys, Tom
Laurian, Anne-Marie
Lauriston, Andy
Laus-Maczyniska, Krystyna
Lavelli, Alberto
Lavid, Julia
Lavie, Alon
Lavoie, Benoit
Lavrenko, Victor
Law, Hubert Hin-Cheung
Laws, Kenneth
Lazzari, Gianni
Le Nir, Yannick
Le Roux, Joseph
Le, Huong Thanh
Leacock, Claudia
Leal, Antonio
Lease, Matthew
Leass, Herbert J.
Leavitt, John R. R.
Lebarbe, T.
Lebedev, Alexandr
Lebeth, Kai
Lebowitz, Michael
Lecoeuche, Renaud
Lecomte, Alain
Lee, Alan
Lee, Beum-Seuk
Lee, Bing-Huang
Lee, Changki
Lee, Chi-Hoon
Lee, Chih
Lee, Chin-Hui
Lee, Chong Min
Lee, Chun-Jen
Lee, Do-Gil
Lee, Done-Young
Lee, Donghyeon
Lee, Dongwon
Lee, Gary Geunbae
Lee, Haejoong
Lee, Hian Beng
Lee, Hodong
Lee, Hsi-Jian
Lee, Hyo-Jung O.
Lee, Hyun Ah
Lee, Jae-Won
Lee, Jen-Chang
Lee, Jin-Seok
Lee, John
Lee, Jong-Hyeok
Lee, Jonghoon
Lee, Joo-Young
Lee, Jye-Hoon
Lee, Kai-Fu
Lee, Kang H.
Lee, Katherine
Lee, Ken Wing Kuen
Lee, Ki-Joong
Lee, Kong Joo
Lee, Kyung-Soon
Lee, Lillian
ERROR
Lee, Mark
Lee, Minsuk
Lee, Richard
Lee, Sang-Zoo
Lee, Seungmi
Lee, Seungwoo
Lee, Shu-Hwa
Lee, Songwook
ERROR
Lee, Vivian K.
Lee, Wee Sun
Lee, Wonil
Lee, Yong-Won
Lee, Yoon Hee
Lee, Yoong Keok
Lee, Young-Jik
Lee, Young-Suk
Lee, Yue-Shi
Leech, Fanny
Leech, Geoffrey
Leermakers, Rene
Lefever, Els
ERROR
Legendre, Vincent
Lehman, Jill Fain
Lehmann, Hubert
Lehmann, John
Lehmann, Sabine
Lehmann, Winfred P.
Lehnert, Wendy G.
Lehrberger, Jack
Lehtola, Aarno
ERROR
Leidner, Jochen L.
Leinfellner, Elisabeth
Leinonen, Therese
Leistensnider, James
Leite, Daniel S.
Lella, Luigi
Lemaire, Ph.
Lemmons, Maarten
Lemnitzer, Lothar
Lemon, Oliver
Lenci, Alessandro
Lenders, Winfried
Lendvai, Piroska
Lenin, James A.
Lenke, Nils
ERROR
Lennox, A. Scott
Lenzo, Kevin
Leon, Fernando Sanchez
Leon, Jacqueline
Leon, Marjorie
Leonard, Jean-Leo
Leont'eva, N. N.
Lepage, Yves
Ler, Daren
Lerman, Kevin
Lersundi, Mikel
Lertnattee, Verayuth
Lesea, Karen
Leslie, Neil
Lesmo, Leonardo
Lesniewski, A.
Lessard, Greg
Lester, James C.
Lestrade, Sander
Letourneau, Sylvain
Leunbach, Gustav
Leung, Hong C.
Leung, Ka-Yee
Leusch, Gregor
Leuski, Anton
Lev, Iddo
Leveling, Johannes
Levelt, Willem J. M.
Levent-Levi, Tsahi
Levesque, Hector J.
Levin, Beth
Levin, Esther
Levin, Lori S.
Levine, John
Levine, Michelle
Levine, Robert D.
Levinger, Moshe
Levinson, S. E.
Levis, James A.
Levison, Michael
Levow, Gina-Anne
Levy, Leon S.
Levy, Roger
ERROR
Lewellen, Mark
Lewin, Ian
Lewis, David D.
Lewis, Richard L.
Lewis, William H.
Lewy, Nicolas
Leybold, Matthias
Lezius, Wolfgang
Lhomme, Stanislas
Li, Baoli
Li, Chi-Ho
Li, Cong
Li, Fuxin
Li, Guohua
Li, Haizhou
Li, Hang
Li, Heng
Li, Hong
Li, Hongqiao
Li, Huifeng
Li, Jian-Hua
Li, Jianfeng
Li, Jianguo
Li, Jin
Li, Jingyang
Li, Jinji
Li, Juanzi
Li, Li
Li, Lishuang
Li, Ming
Li, Minghui
Li, Mingqin
Li, Mu
Li, Naicong
Li, Ngai Ling
Li, Ping
Li, Qing
Li, Sheng
Li, ShuangLong
Li, Shuyin
Li, Sujian
Li, Sun M.
Li, Wanyin
Li, Wei
Li, Wei-Chuan
Li, Weigang
Li, Wenjie
Li, Xiang-Bing
Li, Xiao
Li, Xiaoge
ERROR
Li, Xiaoyan
Li, Xin
Li, Xing
Li, Yaoyong
Li, Yin
Li, Ying
Li-De, Wu
Liakata, Maria
Lian, Li
Liang, Huashen
Liang, Jisheng
Liang, Lin
Liang, Percy
Liao, Xiantao
Libbus, Bisharah
Libeman, A. S.
Liberman, Mark Y.
Licheng, Zeng
Lichte, Timm
Licuanan, Ana
Liddy, Elizabeth D.
Liden, Per
Lieberman, D.
Liebowitz Taylor, Suzanne
ERROR
Liebscher, Robert
Lien, Annie
Lieske, Christian
